Lokasi,Negara,Latitude,Longitude,Tanggal,Waktu,Suhu_C,Terasa_C,Kondisi,Kelembapan_pct,Peluang_Hujan_pct,Curah_Hujan_mm,Kecepatan_Angin_kph,Tekanan_mb,Tutupan_Awan_pct,UV
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 00:00:00,19.9,22.1,Overcast,87,28,0.0,2.5,1015.0,100,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 01:00:00,19.6,21.7,Smoky haze,88,27,0.0,2.9,1014.0,96,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 02:00:00,19.4,21.5,Smoky haze,88,28,0.0,2.2,1014.0,98,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 03:00:00,19.2,21.2,Smoky haze,88,18,0.0,2.5,1014.0,52,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 04:00:00,19.1,20.6,Smoky haze,87,13,0.0,4.3,1014.0,9,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 05:00:00,19.0,20.5,Smoky haze,86,12,0.0,4.0,1014.0,5,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 06:00:00,19.1,20.6,Smoky haze,84,16,0.0,4.0,1015.0,49,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 07:00:00,21.4,23.2,Smoky haze,74,9,0.0,3.6,1015.0,28,0.7
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 08:00:00,23.8,25.3,Smoky haze,65,4,0.0,4.0,1016.0,3,2.6
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 09:00:00,26.1,27.1,Smoky haze,56,3,0.0,4.3,1016.0,5,5.8
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 10:00:00,28.3,28.5,Smoky haze,47,2,0.0,4.7,1015.0,5,9.3
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 11:00:00,29.8,29.6,Patchy rain nearby,41,8,0.03,6.1,1013.0,74,11.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 12:00:00,30.4,30.0,Patchy rain nearby,38,5,0.01,9.4,1012.0,58,11.1
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 13:00:00,30.2,30.0,Patchy rain nearby,39,7,0.02,8.6,1011.0,75,7.7
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 14:00:00,28.8,28.8,Patchy rain nearby,44,11,0.01,7.2,1010.0,100,3.1
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 15:00:00,25.6,26.2,Light drizzle,58,38,0.35,9.4,1011.0,100,1.2
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 16:00:00,23.0,24.1,Light rain shower,75,54,0.63,9.4,1011.0,99,0.5
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 17:00:00,22.8,24.6,Light rain shower,76,64,1.09,6.1,1012.0,98,0.1
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 18:00:00,23.0,25.1,Light rain shower,74,36,0.42,4.3,1012.0,56,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 19:00:00,22.5,25.0,Patchy rain nearby,77,23,0.09,1.8,1013.0,72,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 20:00:00,22.1,24.7,Patchy rain nearby,79,21,0.04,1.4,1014.0,79,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 21:00:00,21.2,23.8,Patchy rain nearby,82,24,0.02,1.4,1015.0,89,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 22:00:00,20.7,22.9,Smoke,83,15,0.0,2.9,1015.0,50,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-23,2026-09-23 23:00:00,20.2,22.3,Smoke,83,22,0.0,2.5,1015.0,82,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 00:00:00,19.9,22.1,Patchy rain nearby,84,25,0.01,1.4,1014.0,94,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 01:00:00,19.7,21.6,Smoky haze,85,26,0.0,2.9,1013.0,99,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 02:00:00,19.5,21.2,Smoky haze,85,26,0.0,3.2,1013.0,98,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 03:00:00,19.2,20.9,Smoky haze,85,26,0.0,2.9,1013.0,100,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 04:00:00,19.1,20.9,Smoky haze,85,26,0.0,1.8,1013.0,100,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 05:00:00,19.0,20.5,Smoky haze,85,26,0.0,3.6,1014.0,100,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 06:00:00,19.2,20.4,Smoky haze,83,25,0.0,4.7,1014.0,100,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 07:00:00,21.2,22.7,Smoky haze,74,20,0.0,3.2,1015.0,100,0.7
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 08:00:00,23.7,25.3,Smoky haze,63,15,0.0,2.9,1015.0,100,2.5
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 09:00:00,26.0,27.0,Smoky haze,54,13,0.0,4.0,1015.0,100,5.5
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 10:00:00,27.7,28.0,Smoky haze,49,11,0.0,6.1,1014.0,100,8.6
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 11:00:00,29.1,29.0,Smoky haze,44,10,0.0,6.8,1013.0,100,10.9
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 12:00:00,30.3,30.3,Smoky haze,40,9,0.0,8.3,1011.0,91,12.2
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 13:00:00,31.0,30.5,Patchy rain nearby,36,10,0.01,9.7,1010.0,100,10.9
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 14:00:00,30.8,30.0,Patchy rain nearby,36,10,0.01,10.8,1009.0,100,7.1
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 15:00:00,30.6,29.2,Patchy rain nearby,37,12,0.04,14.0,1009.0,100,3.5
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 16:00:00,28.2,28.3,Light rain shower,45,19,0.24,17.3,1010.0,81,0.9
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 17:00:00,25.9,26.2,Patchy rain nearby,57,17,0.06,12.2,1011.0,96,0.2
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 18:00:00,23.8,24.3,Patchy rain nearby,67,18,0.09,10.4,1013.0,71,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 19:00:00,22.8,24.3,Patchy rain nearby,74,24,0.04,6.5,1014.0,98,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 20:00:00,22.1,23.9,Patchy rain nearby,78,25,0.06,5.4,1015.0,87,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 21:00:00,21.6,23.5,Patchy rain nearby,82,20,0.03,5.0,1016.0,63,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 22:00:00,21.1,23.2,Patchy rain nearby,84,26,0.04,4.3,1016.0,83,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-24,2026-09-24 23:00:00,20.8,23.0,Smoke,85,12,0.0,3.6,1015.0,14,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 00:00:00,20.6,23.2,Clear,86,12,0.0,1.8,1015.0,5,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 01:00:00,20.2,22.7,Patchy rain nearby,87,23,0.02,1.8,1014.0,74,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 02:00:00,20.1,22.4,Smoke,88,13,0.0,2.5,1014.0,12,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 03:00:00,19.9,22.2,Smoky haze,88,16,0.0,2.5,1013.0,36,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 04:00:00,19.8,21.7,Smoky haze,87,14,0.0,3.6,1014.0,28,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 05:00:00,19.7,21.8,Smoky haze,86,27,0.0,2.5,1014.0,98,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 06:00:00,20.0,22.1,Smoky haze,84,26,0.0,2.2,1015.0,100,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 07:00:00,22.0,24.3,Smoky haze,76,21,0.0,1.8,1016.0,100,0.7
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 08:00:00,24.4,26.8,Smoky haze,66,16,0.0,1.4,1016.0,100,2.3
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 09:00:00,26.9,27.7,Smoky haze,55,13,0.0,4.3,1016.0,100,5.3
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 10:00:00,28.5,28.8,Patchy rain nearby,48,12,0.01,6.1,1015.0,100,8.5
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 11:00:00,29.5,29.5,Patchy rain nearby,44,12,0.03,9.4,1013.0,100,10.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 12:00:00,30.3,30.2,Light rain shower,41,17,0.17,12.6,1012.0,65,10.1
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 13:00:00,30.1,29.9,Light rain shower,41,20,0.19,13.0,1011.0,100,6.9
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 14:00:00,27.9,28.2,Light rain shower,49,36,0.33,11.2,1011.0,99,2.9
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 15:00:00,26.4,27.2,Light rain shower,56,58,1.68,7.9,1011.0,100,0.9
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 16:00:00,24.3,25.0,Light rain shower,68,45,0.49,10.4,1012.0,100,0.3
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 17:00:00,22.6,24.1,Light rain shower,76,45,0.42,7.2,1013.0,91,0.1
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 18:00:00,22.2,25.0,Light rain shower,80,45,0.55,1.1,1014.0,60,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 19:00:00,21.6,24.6,Light rain shower,83,32,0.19,0.7,1015.0,71,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 20:00:00,21.2,23.8,Light rain shower,86,35,0.16,2.9,1015.0,80,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 21:00:00,21.1,23.7,Patchy rain nearby,87,26,0.03,2.9,1016.0,82,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 22:00:00,20.9,23.6,Patchy rain nearby,88,30,0.05,2.5,1016.0,89,0.0
Bandung,Indonesia,-6.9039,107.6186,2026-09-25,2026-09-25 23:00:00,20.9,23.7,Patchy rain nearby,88,40,0.14,1.8,1015.0,99,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 00:00:00,25.2,26.2,Patchy rain nearby,83,28,0.03,19.8,1014.0,100,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 01:00:00,25.2,26.4,Patchy rain nearby,82,26,0.02,18.0,1013.0,98,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 02:00:00,25.2,26.6,Patchy rain nearby,82,27,0.03,16.9,1013.0,100,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 03:00:00,25.0,26.4,Patchy rain nearby,83,31,0.07,17.3,1013.0,100,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 04:00:00,25.1,26.6,Patchy rain nearby,83,32,0.07,16.6,1013.0,100,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 05:00:00,25.1,26.5,Patchy rain nearby,83,29,0.05,16.9,1013.0,95,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 06:00:00,25.1,26.6,Patchy rain nearby,84,31,0.06,17.3,1014.0,100,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 07:00:00,25.2,26.5,Patchy rain nearby,84,33,0.08,18.0,1014.0,98,0.3
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 08:00:00,25.3,26.6,Patchy rain nearby,84,28,0.07,18.7,1015.0,80,1.5
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 09:00:00,25.5,26.7,Patchy rain nearby,82,25,0.05,19.1,1015.0,80,4.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 10:00:00,25.6,26.7,Patchy rain nearby,82,24,0.04,19.4,1015.0,83,7.5
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 11:00:00,25.6,27.0,Patchy rain nearby,81,21,0.04,17.6,1014.0,71,10.8
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 12:00:00,25.6,27.0,Sunny,80,9,0.0,16.6,1013.0,5,12.4
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 13:00:00,25.5,26.6,Patchy rain nearby,80,21,0.02,18.4,1012.0,80,12.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 14:00:00,25.5,26.5,Sunny,80,9,0.0,19.1,1012.0,5,9.7
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 15:00:00,25.7,26.9,Sunny,79,9,0.0,18.4,1011.0,16,6.1
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 16:00:00,25.9,27.3,Partly Cloudy,78,12,0.0,16.6,1011.0,45,2.9
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 17:00:00,25.9,27.5,Overcast,78,21,0.0,16.2,1011.0,96,0.9
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 18:00:00,25.8,27.6,Sunny,80,9,0.0,14.4,1012.0,5,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 19:00:00,25.7,27.8,Clear,82,10,0.0,12.6,1013.0,5,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 20:00:00,25.5,27.4,Clear,84,11,0.0,14.8,1014.0,6,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 21:00:00,25.4,27.0,Partly Cloudy,85,15,0.0,17.3,1014.0,41,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 22:00:00,25.3,26.7,Patchy rain nearby,86,25,0.01,19.1,1014.0,89,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-23,2026-09-23 23:00:00,25.3,26.6,Patchy rain nearby,86,32,0.07,19.4,1014.0,94,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 00:00:00,25.3,26.6,Patchy rain nearby,86,35,0.08,20.2,1013.0,100,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 01:00:00,25.2,26.3,Patchy rain nearby,84,30,0.04,20.2,1013.0,100,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 02:00:00,25.1,26.6,Patchy rain nearby,84,28,0.04,17.6,1012.0,94,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 03:00:00,25.1,26.9,Patchy rain nearby,84,30,0.04,15.5,1012.0,98,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 04:00:00,25.0,27.2,Patchy rain nearby,84,28,0.03,13.7,1012.0,98,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 05:00:00,25.0,27.1,Patchy rain nearby,83,29,0.04,13.7,1012.0,99,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 06:00:00,25.0,27.0,Patchy rain nearby,84,28,0.03,14.4,1013.0,96,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 07:00:00,25.1,27.2,Patchy rain nearby,84,23,0.03,14.0,1014.0,76,0.3
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 08:00:00,25.4,27.3,Patchy rain nearby,84,21,0.03,15.1,1014.0,68,1.5
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 09:00:00,25.5,27.0,Patchy rain nearby,84,21,0.01,18.4,1015.0,75,4.1
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 10:00:00,25.7,27.0,Patchy rain nearby,84,21,0.03,20.2,1015.0,70,7.5
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 11:00:00,25.7,27.1,Patchy rain nearby,84,20,0.01,19.8,1014.0,74,10.7
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 12:00:00,25.7,26.9,Patchy rain nearby,84,22,0.01,21.2,1013.0,79,12.3
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 13:00:00,25.6,26.6,Sunny,84,11,0.0,21.6,1012.0,5,11.8
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 14:00:00,25.6,26.8,Patchy rain nearby,83,22,0.01,19.8,1011.0,80,9.1
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 15:00:00,25.9,27.3,Sunny,81,10,0.0,19.4,1011.0,5,5.8
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 16:00:00,26.1,27.5,Sunny,80,9,0.0,19.8,1010.0,5,2.5
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 17:00:00,26.1,27.6,Sunny,81,9,0.0,19.1,1011.0,5,0.8
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 18:00:00,25.9,27.7,Sunny,83,10,0.0,17.3,1012.0,5,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 19:00:00,25.7,27.4,Clear,85,11,0.0,18.4,1012.0,5,0.0
Denpasar,Indonesia,-8.65,115.2167,2026-09-24,2026-09-24 20:00:00,25.6,26.9,Clear,85,11,0.0,20.2,1013.0,5,0.0
